Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
256,CA-2016-ORD57293,09/12/2016,09/13/2016,Standard Class,CUST-6128,Bob Johnson,Consumer,34567.0,Chicago,California,United States,South,USCA,PROD-1892,Furniture,Phones,Product C,4885.19,6,0.1,399.63,72.33,Low
257,CA-2015-ORD59124,09/13/2016,09/14/2016,Same Day,CUST-5647,Bob Johnson,Home Office,34567.0,Chicago,New York,United States,South,USCA,PROD-4411,Office Supplies,Binders,Product A,1990.92,2,0.1,-351.41,74.94,Low
258,CA-2014-ORD64730,09/14/2016,09/15/2016,First Class,CUST-7025,Bob Johnson,Corporate,12345.0,New York,California,United States,Central,USCA,PROD-2449,Technology,Tables,Product B,2342.44,1,0.0,996.57,35.78,Low
259,CA-2014-ORD42902,09/15/2016,09/16/2016,Standard Class,CUST-2641,Bob Johnson,Consumer,12345.0,San Francisco,Illinois,United States,West,USCA,PROD-8997,Office Supplies,Binders,Product A,2697.14,2,0.0,421.7,166.16,Medium
260,CA-2015-ORD32857,09/16/2016,09/17/2016,Same Day,CUST-4353,Alice Smith,Consumer,34567.0,Austin,Texas,United States,South,USCA,PROD-6914,Office Supplies,Tables,Product C,3833.02,2,0.2,38.44,191.57,Low
261,CA-2014-ORD78988,09/17/2016,09/18/2016,Second Class,CUST-9780,Bob Johnson,Corporate,,New York,Illinois,United States,East,USCA,PROD-9013,Office Supplies,Tables,Product B,3246.47,3,0.3,-147.08,198.12,High
262,CA-2014-ORD47562,09/18/2016,09/19/2016,Same Day,CUST-6730,Alice Smith,Corporate,12345.0,New York,Texas,United States,West,USCA,PROD-4035,Furniture,Chairs,Product C,1042.23,7,0.2,-499.79,141.85,Low
263,CA-2016-ORD28459,09/19/2016,09/20/2016,Same Day,CUST-8015,Diana Ross,Corporate,12345.0,New York,Texas,United States,South,USCA,PROD-5051,Office Supplies,Binders,Product A,3358.71,8,0.2,-3.22,52.94,High
264,CA-2016-ORD62168,09/20/2016,09/21/2016,Second Class,CUST-6900,Charlie Brown,Consumer,34567.0,Chicago,California,United States,South,USCA,PROD-4838,Furniture,Chairs,Product A,87.45,8,0.3,-38.94,18.8,Low
265,CA-2015-ORD90926,09/21/2016,09/22/2016,First Class,CUST-2350,Diana Ross,Home Office,12345.0,Chicago,New York,United States,West,USCA,PROD-3805,Office Supplies,Phones,Product C,2816.53,8,0.3,179.58,109.07,Critical
266,CA-2015-ORD70004,09/22/2016,09/23/2016,First Class,CUST-5641,Charlie Brown,Consumer,,San Francisco,New York,United States,West,USCA,PROD-2124,Office Supplies,Chairs,Product B,1549.59,9,0.2,203.21,109.91,High
267,CA-2013-ORD82466,09/23/2016,09/24/2016,First Class,CUST-1427,Alice Smith,Consumer,12345.0,Chicago,Texas,United States,West,USCA,PROD-8671,Technology,Phones,Product C,3966.38,1,0.3,850.65,128.02,Medium
268,CA-2016-ORD47098,09/24/2016,09/25/2016,Second Class,CUST-8022,Diana Ross,Home Office,23456.0,Chicago,California,United States,Central,USCA,PROD-3976,Office Supplies,Tables,Product B,4710.3,8,0.1,621.22,97.26,Low
269,CA-2014-ORD67304,09/25/2016,09/26/2016,Second Class,CUST-4617,Diana Ross,Home Office,12345.0,Chicago,Texas,United States,West,USCA,PROD-5672,Technology,Phones,Product C,2288.85,2,0.2,-268.61,146.77,Low
270,CA-2014-ORD43070,09/26/2016,09/27/2016,Second Class,CUST-2071,Charlie Brown,Corporate,23456.0,San Francisco,California,United States,West,USCA,PROD-8024,Furniture,Phones,Product A,1388.11,5,0.0,947.61,82.16,High
271,CA-2013-ORD57515,09/27/2016,09/28/2016,Standard Class,CUST-1536,Alice Smith,Consumer,,New York,New York,United States,West,USCA,PROD-6620,Furniture,Binders,Product B,530.62,3,0.3,102.86,30.9,Medium
272,CA-2016-ORD73384,09/28/2016,09/29/2016,First Class,CUST-2116,Diana Ross,Home Office,23456.0,New York,Texas,United States,West,USCA,PROD-7673,Furniture,Tables,Product B,3191.13,2,0.1,-337.7,142.66,Low
273,CA-2013-ORD29601,09/29/2016,09/30/2016,First Class,CUST-5775,Bob Johnson,Consumer,,Chicago,Illinois,United States,West,USCA,PROD-1404,Technology,Chairs,Product B,4491.34,7,0.0,661.56,115.42,Low
274,CA-2015-ORD61423,09/30/2016,10/01/2016,Second Class,CUST-9544,Diana Ross,Consumer,12345.0,Chicago,Texas,United States,Central,USCA,PROD-3346,Office Supplies,Tables,Product B,3632.88,3,0.2,-364.9,64.94,Low
275,CA-2016-ORD99197,10/01/2016,10/02/2016,Standard Class,CUST-3251,Charlie Brown,Consumer,,San Francisco,Texas,United States,West,USCA,PROD-4878,Office Supplies,Phones,Product C,742.71,8,0.3,579.11,173.26,Medium
276,CA-2014-ORD17918,10/02/2016,10/03/2016,Second Class,CUST-4702,Diana Ross,Corporate,23456.0,New York,Illinois,United States,East,USCA,PROD-4481,Technology,Chairs,Product B,3558.59,6,0.2,628.65,150.36,Low
277,CA-2013-ORD90869,10/03/2016,10/04/2016,Second Class,CUST-9836,Bob Johnson,Consumer,34567.0,Chicago,California,United States,East,USCA,PROD-4605,Technology,Chairs,Product B,4724.47,8,0.2,525.28,50.32,Critical
278,CA-2014-ORD46997,10/04/2016,10/05/2016,Standard Class,CUST-9170,Bob Johnson,Corporate,12345.0,New York,Texas,United States,South,USCA,PROD-9591,Furniture,Chairs,Product C,4572.8,1,0.2,-131.67,89.33,Low
279,CA-2016-ORD52211,10/05/2016,10/06/2016,First Class,CUST-7639,Charlie Brown,Corporate,12345.0,San Francisco,Illinois,United States,West,USCA,PROD-6364,Furniture,Tables,Product A,2366.37,9,0.3,226.9,107.73,High
280,CA-2013-ORD73737,10/06/2016,10/07/2016,Second Class,CUST-8480,Diana Ross,Home Office,34567.0,Chicago,Texas,United States,South,USCA,PROD-2528,Technology,Tables,Product B,4597.44,3,0.2,34.09,159.11,Critical
281,CA-2015-ORD94068,10/07/2016,10/08/2016,Same Day,CUST-9451,Charlie Brown,Corporate,34567.0,San Francisco,Illinois,United States,South,USCA,PROD-6314,Furniture,Binders,Product C,44.92,3,0.3,-143.46,192.24,Medium
282,CA-2014-ORD33351,10/08/2016,10/09/2016,Second Class,CUST-6421,Alice Smith,Home Office,23456.0,San Francisco,Illinois,United States,South,USCA,PROD-1060,Technology,Chairs,Product B,2450.42,4,0.2,877.62,65.86,Low
283,CA-2013-ORD61582,10/09/2016,10/10/2016,First Class,CUST-6693,Diana Ross,Corporate,34567.0,Austin,California,United States,South,USCA,PROD-7995,Technology,Phones,Product A,1635.14,3,0.2,172.04,86.54,Critical
284,CA-2016-ORD38403,10/10/2016,10/11/2016,Same Day,CUST-8633,Bob Johnson,Home Office,,Austin,California,United States,East,USCA,PROD-5794,Furniture,Phones,Product B,2988.99,6,0.2,717.3,42.82,Critical
285,CA-2014-ORD28739,10/11/2016,10/12/2016,First Class,CUST-2184,Alice Smith,Corporate,12345.0,San Francisco,New York,United States,East,USCA,PROD-4911,Furniture,Tables,Product B,3260.27,6,0.0,367.1,28.95,Critical
286,CA-2015-ORD70095,10/12/2016,10/13/2016,Same Day,CUST-1680,Charlie Brown,Consumer,34567.0,San Francisco,New York,United States,Central,USCA,PROD-9622,Technology,Phones,Product B,676.22,5,0.2,524.99,167.26,High
287,CA-2015-ORD34289,10/13/2016,10/14/2016,First Class,CUST-5724,Alice Smith,Home Office,23456.0,New York,Texas,United States,West,USCA,PROD-5879,Furniture,Phones,Product A,4608.14,3,0.3,-435.17,111.44,Critical
288,CA-2013-ORD55999,10/14/2016,10/15/2016,Second Class,CUST-1311,Alice Smith,Consumer,12345.0,San Francisco,California,United States,West,USCA,PROD-1193,Furniture,Phones,Product C,2007.2,9,0.2,787.53,121.13,Critical
289,CA-2016-ORD55596,10/15/2016,10/16/2016,Second Class,CUST-3229,Alice Smith,Home Office,12345.0,New York,New York,United States,Central,USCA,PROD-2558,Office Supplies,Tables,Product B,4722.31,1,0.1,248.59,78.79,High
290,CA-2015-ORD99133,10/16/2016,10/17/2016,Standard Class,CUST-7988,Diana Ross,Consumer,12345.0,Chicago,California,United States,Central,USCA,PROD-3522,Office Supplies,Binders,Product B,2202.5,9,0.2,955.38,15.26,Critical
291,CA-2015-ORD38313,10/17/2016,10/18/2016,Second Class,CUST-3041,Bob Johnson,Corporate,,San Francisco,Texas,United States,West,USCA,PROD-6594,Office Supplies,Tables,Product C,153.24,6,0.1,-272.39,50.78,Low
292,CA-2013-ORD32483,10/18/2016,10/19/2016,First Class,CUST-4692,Charlie Brown,Consumer,12345.0,New York,Texas,United States,East,USCA,PROD-1979,Technology,Phones,Product A,1268.29,7,0.0,891.46,125.7,High
293,CA-2015-ORD95982,10/19/2016,10/20/2016,Same Day,CUST-4045,Diana Ross,Consumer,,Austin,California,United States,Central,USCA,PROD-3760,Furniture,Chairs,Product B,1753.75,9,0.2,450.06,177.75,High
294,CA-2014-ORD21102,10/20/2016,10/21/2016,Second Class,CUST-9797,Charlie Brown,Corporate,34567.0,New York,Illinois,United States,East,USCA,PROD-5496,Technology,Chairs,Product B,4060.7,4,0.2,-161.72,124.98,Medium
295,CA-2015-ORD97364,10/21/2016,10/22/2016,Second Class,CUST-4383,Charlie Brown,Home Office,34567.0,New York,New York,United States,South,USCA,PROD-8777,Technology,Tables,Product B,1152.87,7,0.3,401.57,71.04,Critical
296,CA-2014-ORD36517,10/22/2016,10/23/2016,First Class,CUST-6779,Bob Johnson,Home Office,23456.0,New York,California,United States,South,USCA,PROD-6403,Furniture,Chairs,Product B,4396.77,1,0.1,301.66,12.89,Medium
297,CA-2014-ORD84227,10/23/2016,10/24/2016,Same Day,CUST-5889,Charlie Brown,Consumer,,Austin,New York,United States,East,USCA,PROD-4497,Furniture,Phones,Product C,4739.7,3,0.2,-67.3,116.33,Critical
298,CA-2016-ORD14953,10/24/2016,10/25/2016,First Class,CUST-6611,Alice Smith,Home Office,,Austin,California,United States,South,USCA,PROD-5390,Furniture,Phones,Product B,2994.63,1,0.1,-28.95,154.18,High
299,CA-2013-ORD20072,10/25/2016,10/26/2016,Same Day,CUST-3590,Diana Ross,Home Office,,Austin,Texas,United States,South,USCA,PROD-5978,Office Supplies,Binders,Product A,3823.61,2,0.1,908.01,97.12,Low
300,CA-2015-ORD88297,10/26/2016,10/27/2016,Same Day,CUST-8672,Charlie Brown,Consumer,,Chicago,Texas,United States,Central,USCA,PROD-3264,Technology,Chairs,Product A,2037.6,1,0.0,630.17,151.61,Critical
301,CA-2013-ORD12194,10/27/2016,10/28/2016,Same Day,CUST-6149,Alice Smith,Consumer,34567.0,San Francisco,Texas,United States,Central,USCA,PROD-8982,Furniture,Chairs,Product C,2763.44,3,0.0,268.67,159.45,High
302,CA-2015-ORD60332,10/28/2016,10/29/2016,Same Day,CUST-7621,Alice Smith,Consumer,12345.0,Austin,California,United States,West,USCA,PROD-9266,Furniture,Phones,Product A,1316.05,3,0.0,927.91,30.55,Medium
303,CA-2015-ORD90659,10/29/2016,10/30/2016,Same Day,CUST-1196,Bob Johnson,Corporate,34567.0,San Francisco,Illinois,United States,West,USCA,PROD-5529,Furniture,Phones,Product B,1801.48,4,0.2,765.88,93.44,Medium
304,CA-2014-ORD75421,10/30/2016,10/31/2016,Same Day,CUST-9858,Bob Johnson,Home Office,12345.0,Austin,New York,United States,West,USCA,PROD-7880,Office Supplies,Chairs,Product C,3209.54,4,0.3,629.48,41.62,High
305,CA-2016-ORD22124,10/31/2016,11/01/2016,First Class,CUST-6755,Alice Smith,Consumer,,Chicago,Illinois,United States,Central,USCA,PROD-5119,Office Supplies,Binders,Product A,2614.01,2,0.3,-459.46,71.0,Low
306,CA-2015-ORD79873,11/01/2016,11/02/2016,Standard Class,CUST-8597,Alice Smith,Home Office,23456.0,San Francisco,Illinois,United States,Central,USCA,PROD-8466,Furniture,Phones,Product A,3394.74,7,0.3,378.93,108.98,Medium
307,CA-2014-ORD97563,11/02/2016,11/03/2016,Same Day,CUST-2575,Diana Ross,Corporate,23456.0,San Francisco,Illinois,United States,East,USCA,PROD-6271,Technology,Chairs,Product B,3842.92,5,0.3,-91.34,14.12,Critical
308,CA-2016-ORD54130,11/03/2016,11/04/2016,First Class,CUST-1115,Charlie Brown,Home Office,12345.0,Austin,Texas,United States,East,USCA,PROD-9712,Furniture,Binders,Product B,470.45,1,0.1,403.22,151.96,Medium
309,CA-2015-ORD35220,11/04/2016,11/05/2016,Standard Class,CUST-4310,Charlie Brown,Corporate,,Chicago,California,United States,Central,USCA,PROD-8187,Office Supplies,Chairs,Product B,1445.2,4,0.1,-252.26,16.37,High
310,CA-2013-ORD46633,11/05/2016,11/06/2016,Second Class,CUST-2237,Bob Johnson,Home Office,23456.0,Austin,Illinois,United States,East,USCA,PROD-2717,Office Supplies,Tables,Product C,3372.19,3,0.3,396.72,90.48,High
311,CA-2013-ORD94641,11/06/2016,11/07/2016,Standard Class,CUST-9057,Alice Smith,Consumer,12345.0,Chicago,Texas,United States,South,USCA,PROD-4302,Furniture,Tables,Product B,20.7,1,0.0,998.57,145.9,Low
312,CA-2014-ORD18261,11/07/2016,11/08/2016,Second Class,CUST-6565,Diana Ross,Home Office,12345.0,Austin,Texas,United States,Central,USCA,PROD-7302,Furniture,Tables,Product A,3967.45,9,0.2,749.42,73.29,High
313,CA-2016-ORD88188,11/08/2016,11/09/2016,Second Class,CUST-8717,Bob Johnson,Corporate,34567.0,Chicago,New York,United States,West,USCA,PROD-1466,Technology,Phones,Product A,1405.38,6,0.0,52.81,148.83,Critical
314,CA-2014-ORD24572,11/09/2016,11/10/2016,Standard Class,CUST-6223,Diana Ross,Corporate,,New York,Texas,United States,South,USCA,PROD-8798,Office Supplies,Binders,Product A,4352.14,2,0.0,347.78,48.63,Medium
315,CA-2016-ORD82393,11/10/2016,11/11/2016,Second Class,CUST-8154,Bob Johnson,Home Office,12345.0,Austin,Illinois,United States,South,USCA,PROD-7091,Office Supplies,Tables,Product A,4639.88,3,0.0,133.28,158.37,Critical
316,CA-2013-ORD74076,11/11/2016,11/12/2016,First Class,CUST-7932,Charlie Brown,Corporate,23456.0,Chicago,Illinois,United States,East,USCA,PROD-1667,Furniture,Binders,Product C,4365.12,9,0.3,-349.42,40.84,High
317,CA-2016-ORD48098,11/12/2016,11/13/2016,Second Class,CUST-8109,Charlie Brown,Consumer,,Chicago,California,United States,Central,USCA,PROD-3373,Technology,Binders,Product A,71.96,4,0.3,824.81,124.1,Low
318,CA-2013-ORD63588,11/13/2016,11/14/2016,First Class,CUST-4835,Alice Smith,Consumer,12345.0,New York,Texas,United States,East,USCA,PROD-5106,Office Supplies,Tables,Product B,4315.91,1,0.1,-302.81,69.3,Low
319,CA-2016-ORD81906,11/14/2016,11/15/2016,Second Class,CUST-9967,Bob Johnson,Home Office,12345.0,San Francisco,California,United States,West,USCA,PROD-3561,Furniture,Chairs,Product C,973.27,2,0.3,647.49,128.2,Critical
320,CA-2016-ORD40450,11/15/2016,11/16/2016,Same Day,CUST-8846,Diana Ross,Corporate,23456.0,New York,Illinois,United States,South,USCA,PROD-4285,Office Supplies,Binders,Product B,4979.76,6,0.1,557.52,129.8,Critical
321,CA-2016-ORD78690,11/16/2016,11/17/2016,Standard Class,CUST-3261,Bob Johnson,Corporate,34567.0,Austin,Illinois,United States,South,USCA,PROD-7591,Technology,Chairs,Product C,3896.3,6,0.2,934.64,19.3,Low
322,CA-2015-ORD20963,11/17/2016,11/18/2016,First Class,CUST-8138,Bob Johnson,Corporate,23456.0,New York,New York,United States,South,USCA,PROD-8645,Technology,Phones,Product C,4771.39,5,0.3,598.82,146.2,Low
323,CA-2013-ORD89644,11/18/2016,11/19/2016,Second Class,CUST-9435,Alice Smith,Corporate,23456.0,Chicago,Illinois,United States,West,USCA,PROD-6496,Office Supplies,Phones,Product A,232.74,2,0.2,-182.74,167.66,Medium
324,CA-2013-ORD55320,11/19/2016,11/20/2016,First Class,CUST-9499,Diana Ross,Consumer,34567.0,Chicago,Texas,United States,East,USCA,PROD-8342,Technology,Tables,Product C,3849.45,4,0.3,777.44,150.85,Critical
325,CA-2016-ORD83763,11/20/2016,11/21/2016,Second Class,CUST-2459,Bob Johnson,Home Office,12345.0,New York,Illinois,United States,West,USCA,PROD-8476,Office Supplies,Phones,Product A,302.5,5,0.2,754.17,37.07,Critical
326,CA-2014-ORD14398,11/21/2016,11/22/2016,Same Day,CUST-1251,Bob Johnson,Consumer,23456.0,Chicago,New York,United States,East,USCA,PROD-4383,Technology,Tables,Product A,166.76,3,0.1,333.25,173.96,High
327,CA-2013-ORD63477,11/22/2016,11/23/2016,Same Day,CUST-1769,Charlie Brown,Home Office,34567.0,Chicago,California,United States,Central,USCA,PROD-7840,Office Supplies,Tables,Product C,399.33,7,0.2,334.03,164.77,Low
328,CA-2013-ORD70199,11/23/2016,11/24/2016,Second Class,CUST-6990,Alice Smith,Consumer,23456.0,San Francisco,New York,United States,East,USCA,PROD-8034,Technology,Phones,Product C,1567.93,5,0.1,853.9,106.77,Critical
329,CA-2013-ORD44799,11/24/2016,11/25/2016,Standard Class,CUST-1114,Alice Smith,Corporate,34567.0,Chicago,Illinois,United States,East,USCA,PROD-2754,Office Supplies,Tables,Product B,4399.93,1,0.2,-245.88,18.31,High
330,CA-2016-ORD76895,11/25/2016,11/26/2016,Second Class,CUST-5951,Diana Ross,Home Office,34567.0,New York,Texas,United States,Central,USCA,PROD-5759,Office Supplies,Chairs,Product C,4735.55,4,0.0,787.4,197.64,Critical
331,CA-2016-ORD33419,11/26/2016,11/27/2016,Standard Class,CUST-2634,Charlie Brown,Corporate,34567.0,New York,Texas,United States,Central,USCA,PROD-5066,Furniture,Chairs,Product C,2666.96,9,0.3,204.98,71.82,High
332,CA-2015-ORD77359,11/27/2016,11/28/2016,Standard Class,CUST-2056,Diana Ross,Home Office,34567.0,Austin,Texas,United States,South,USCA,PROD-8532,Furniture,Phones,Product A,4873.98,5,0.3,977.4,80.18,Medium
333,CA-2014-ORD64759,11/28/2016,11/29/2016,First Class,CUST-5506,Bob Johnson,Consumer,23456.0,New York,Illinois,United States,South,USCA,PROD-2490,Technology,Chairs,Product A,2870.88,9,0.3,579.08,182.46,Medium
334,CA-2013-ORD93141,11/29/2016,11/30/2016,Standard Class,CUST-1170,Diana Ross,Home Office,34567.0,Austin,Texas,United States,West,USCA,PROD-4011,Technology,Binders,Product B,623.55,5,0.3,651.76,129.6,High
335,CA-2016-ORD52990,11/30/2016,12/01/2016,Same Day,CUST-3897,Alice Smith,Corporate,23456.0,Chicago,Illinois,United States,East,USCA,PROD-5767,Technology,Tables,Product C,3865.31,9,0.1,-273.04,167.47,Low
336,CA-2014-ORD43766,12/01/2016,12/02/2016,Second Class,CUST-4794,Bob Johnson,Corporate,,New York,Texas,United States,East,USCA,PROD-2273,Furniture,Tables,Product B,503.17,7,0.2,812.5,162.24,Low
337,CA-2014-ORD77661,12/02/2016,12/03/2016,First Class,CUST-5008,Alice Smith,Corporate,34567.0,New York,Texas,United States,East,USCA,PROD-9789,Office Supplies,Binders,Product B,4305.31,7,0.3,731.23,29.26,Critical
338,CA-2015-ORD83188,12/03/2016,12/04/2016,Second Class,CUST-8612,Bob Johnson,Corporate,,New York,Texas,United States,East,USCA,PROD-2782,Furniture,Chairs,Product A,2353.33,4,0.0,459.36,135.55,Medium
339,CA-2014-ORD72438,12/04/2016,12/05/2016,Standard Class,CUST-3046,Diana Ross,Home Office,12345.0,San Francisco,Illinois,United States,West,USCA,PROD-2994,Furniture,Tables,Product B,2710.29,2,0.3,265.94,118.67,High
340,CA-2015-ORD51196,12/05/2016,12/06/2016,Standard Class,CUST-9451,Diana Ross,Home Office,,New York,Illinois,United States,East,USCA,PROD-7212,Technology,Binders,Product A,3289.99,3,0.3,494.25,87.99,Low
341,CA-2014-ORD92340,12/06/2016,12/07/2016,Second Class,CUST-9548,Charlie Brown,Corporate,,Chicago,Illinois,United States,East,USCA,PROD-8626,Office Supplies,Tables,Product A,12.33,3,0.0,721.99,50.92,Medium
342,CA-2015-ORD78357,12/07/2016,12/08/2016,Standard Class,CUST-7986,Charlie Brown,Corporate,,San Francisco,California,United States,South,USCA,PROD-6355,Office Supplies,Chairs,Product B,1947.48,3,0.2,991.4,9.95,Critical
343,CA-2015-ORD10732,12/08/2016,12/09/2016,Second Class,CUST-8005,Diana Ross,Home Office,34567.0,Austin,New York,United States,West,USCA,PROD-4559,Office Supplies,Chairs,Product A,2686.81,1,0.0,94.6,74.59,High
344,CA-2014-ORD94330,12/09/2016,12/10/2016,First Class,CUST-7005,Bob Johnson,Corporate,12345.0,Chicago,Texas,United States,South,USCA,PROD-3915,Office Supplies,Chairs,Product A,4219.58,8,0.1,440.77,71.19,Medium
345,CA-2015-ORD37695,12/10/2016,12/11/2016,Same Day,CUST-3652,Charlie Brown,Consumer,23456.0,Austin,New York,United States,Central,USCA,PROD-8248,Office Supplies,Phones,Product B,4811.11,9,0.2,98.06,103.25,Medium
346,CA-2016-ORD63124,12/11/2016,12/12/2016,Same Day,CUST-1948,Charlie Brown,Home Office,12345.0,Austin,Texas,United States,West,USCA,PROD-9274,Furniture,Phones,Product A,3981.77,5,0.3,842.22,67.9,Medium
347,CA-2014-ORD45642,12/12/2016,12/13/2016,Same Day,CUST-3220,Diana Ross,Home Office,34567.0,New York,Texas,United States,Central,USCA,PROD-7287,Office Supplies,Chairs,Product C,2099.8,3,0.0,-23.09,11.44,Critical
348,CA-2015-ORD73265,12/13/2016,12/14/2016,First Class,CUST-5963,Charlie Brown,Home Office,,San Francisco,Illinois,United States,West,USCA,PROD-4385,Furniture,Phones,Product A,725.03,5,0.0,-238.75,40.09,Critical
349,CA-2016-ORD80700,12/14/2016,12/15/2016,First Class,CUST-9012,Bob Johnson,Consumer,12345.0,New York,Illinois,United States,West,USCA,PROD-9802,Furniture,Tables,Product A,369.52,5,0.2,202.22,174.13,High
350,CA-2015-ORD63971,12/15/2016,12/16/2016,Same Day,CUST-7015,Diana Ross,Consumer,23456.0,Austin,New York,United States,Central,USCA,PROD-1458,Technology,Phones,Product B,4068.47,6,0.3,600.18,76.39,Low
351,CA-2016-ORD93270,12/16/2016,12/17/2016,Same Day,CUST-2425,Alice Smith,Home Office,34567.0,New York,Illinois,United States,West,USCA,PROD-1730,Technology,Phones,Product B,2510.93,8,0.2,408.71,153.82,Critical
352,CA-2016-ORD29167,12/17/2016,12/18/2016,Standard Class,CUST-5983,Bob Johnson,Home Office,,San Francisco,Texas,United States,East,USCA,PROD-2261,Office Supplies,Chairs,Product C,1006.4,4,0.0,986.58,47.2,Low
353,CA-2016-ORD50360,12/18/2016,12/19/2016,Standard Class,CUST-7550,Bob Johnson,Corporate,34567.0,San Francisco,Illinois,United States,South,USCA,PROD-5376,Office Supplies,Phones,Product A,2001.16,4,0.2,844.83,133.48,Medium
354,CA-2015-ORD56566,12/19/2016,12/20/2016,First Class,CUST-1143,Charlie Brown,Corporate,12345.0,Austin,Texas,United States,Central,USCA,PROD-1310,Office Supplies,Tables,Product B,2907.09,1,0.3,196.25,81.53,High
355,CA-2015-ORD65444,12/20/2016,12/21/2016,First Class,CUST-9998,Charlie Brown,Home Office,12345.0,Chicago,California,United States,East,USCA,PROD-4292,Furniture,Chairs,Product A,2996.36,4,0.0,563.19,22.01,Low
356,CA-2016-ORD76311,12/21/2016,12/22/2016,First Class,CUST-4827,Diana Ross,Home Office,23456.0,Chicago,California,United States,East,USCA,PROD-1704,Office Supplies,Chairs,Product C,2458.94,7,0.2,896.36,96.74,Medium
357,CA-2013-ORD66771,12/22/2016,12/23/2016,Same Day,CUST-5105,Bob Johnson,Home Office,12345.0,Chicago,New York,United States,East,USCA,PROD-7415,Office Supplies,Phones,Product C,1474.81,6,0.0,832.78,122.43,High
358,CA-2014-ORD61645,12/23/2016,12/24/2016,Second Class,CUST-7320,Diana Ross,Home Office,,Austin,New York,United States,West,USCA,PROD-7766,Office Supplies,Phones,Product A,1989.87,1,0.1,-303.35,25.01,High
359,CA-2015-ORD99020,12/24/2016,12/25/2016,Same Day,CUST-9838,Bob Johnson,Home Office,12345.0,Chicago,California,United States,West,USCA,PROD-3456,Furniture,Phones,Product B,4859.86,4,0.0,-307.54,127.3,High
360,CA-2014-ORD92119,12/25/2016,12/26/2016,Second Class,CUST-3288,Alice Smith,Corporate,34567.0,Austin,New York,United States,East,USCA,PROD-3980,Technology,Chairs,Product C,843.93,1,0.0,565.4,93.19,Medium
361,CA-2016-ORD78743,12/26/2016,12/27/2016,First Class,CUST-5677,Charlie Brown,Home Office,23456.0,San Francisco,Texas,United States,Central,USCA,PROD-2343,Furniture,Tables,Product A,1531.65,8,0.3,-175.4,183.54,Low
362,CA-2015-ORD59242,12/27/2016,12/28/2016,Same Day,CUST-7836,Bob Johnson,Home Office,12345.0,San Francisco,New York,United States,South,USCA,PROD-9664,Furniture,Phones,Product B,2668.67,1,0.0,-388.85,142.62,High
363,CA-2013-ORD54672,12/28/2016,12/29/2016,First Class,CUST-2113,Charlie Brown,Consumer,12345.0,Austin,New York,United States,East,USCA,PROD-7945,Technology,Phones,Product A,1660.0,2,0.3,559.28,100.14,High
364,CA-2016-ORD76784,12/29/2016,12/30/2016,Same Day,CUST-1282,Diana Ross,Home Office,,New York,California,United States,East,USCA,PROD-2330,Furniture,Phones,Product A,1580.93,7,0.2,-351.76,83.23,Critical
365,CA-2016-ORD23318,12/30/2016,12/31/2016,Second Class,CUST-7846,Alice Smith,Home Office,,Austin,New York,United States,Central,USCA,PROD-2885,Furniture,Chairs,Product A,994.33,6,0.0,709.32,152.3,Low
366,CA-2016-ORD99431,12/31/2016,01/01/2017,Second Class,CUST-9995,Alice Smith,Corporate,,Austin,New York,United States,West,USCA,PROD-1310,Furniture,Binders,Product C,1462.24,3,0.0,690.51,51.83,Critical
367,CA-2013-ORD24136,01/01/2017,01/02/2017,First Class,CUST-4391,Alice Smith,Home Office,23456.0,San Francisco,New York,United States,South,USCA,PROD-9468,Office Supplies,Binders,Product C,2447.04,8,0.1,102.05,24.97,Low
368,CA-2015-ORD46342,01/02/2017,01/03/2017,Same Day,CUST-6469,Bob Johnson,Consumer,34567.0,New York,Texas,United States,South,USCA,PROD-8357,Technology,Chairs,Product C,3546.07,2,0.3,-469.42,159.21,High
369,CA-2014-ORD77292,01/03/2017,01/04/2017,First Class,CUST-1569,Alice Smith,Home Office,12345.0,San Francisco,Texas,United States,East,USCA,PROD-4025,Technology,Tables,Product C,3959.0,8,0.1,-99.87,101.67,Critical
370,CA-2014-ORD16211,01/04/2017,01/05/2017,First Class,CUST-6545,Alice Smith,Consumer,12345.0,Austin,Texas,United States,Central,USCA,PROD-9700,Furniture,Tables,Product C,4102.94,2,0.1,838.62,185.44,High
371,CA-2015-ORD70015,01/05/2017,01/06/2017,First Class,CUST-7319,Diana Ross,Home Office,34567.0,Chicago,New York,United States,West,USCA,PROD-8624,Office Supplies,Tables,Product C,4806.08,8,0.3,783.0,77.63,High
372,CA-2015-ORD19103,01/06/2017,01/07/2017,Same Day,CUST-5181,Alice Smith,Corporate,23456.0,New York,Illinois,United States,Central,USCA,PROD-1081,Furniture,Tables,Product C,1483.82,9,0.0,948.62,159.94,Critical
373,CA-2016-ORD55433,01/07/2017,01/08/2017,First Class,CUST-1630,Charlie Brown,Consumer,34567.0,New York,Texas,United States,West,USCA,PROD-8485,Furniture,Phones,Product C,2774.72,2,0.1,641.34,47.29,Medium
